gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster
MXRA8	1.87150230667578e-06	0.0035517902808402	0.398406374501992	0.033171163202123	2.203298348048e-05	c20
RP5-832C2.5	0.00181384481825465	0.0201892550226158	3.32005312084993	1.7875571281144	0.0117892915328457	c20
RP11-154H17.1	0.00153823813450186	0.00223409658074266	0.265604249667995	0.033171163202123	0.0101706035525717	c20
RPL22	2.06738292753427e-276	0.687650590550599	100	99.2333775615509	3.86991113112999e-273	c20
ENO1-AS1	0.000406863769971031	0.0116819616414518	1.72642762284197	0.652366209641751	0.00310155381570224	c20
CA6	1.24777430307588e-09	0.00434008287766297	0.398406374501992	0.0184284240011794	2.23392706524117e-08	c20
SLC2A7	3.67856625770161e-05	0.00152859029175421	0.132802124833997	0.00368568480023588	0.000344474841537826	c20
HNRNPCL2	3.68357230979043e-05	0.0013624459463074	0.132802124833997	0.00368568480023588	0.000344474841537826	c20
UQCRHL	5.31351529195728e-13	0.159850700379233	37.4501992031873	26.6475011057054	1.3106411731128e-11	c20
FLJ37453	9.9479969998221e-05	0.045187746611885	11.9521912350598	8.03110717971399	0.000860338323696114	c20
NBPF1	0.00152950183808205	0.0234340501968033	5.1792828685259	3.12914639540027	0.0101306417897576	c20
RP11-108M9.4	2.08200913471504e-06	0.0407045825001404	8.76494023904383	4.9093321539142	2.43580610364891e-05	c20
PADI4	7.48152518455339e-36	0.0554497253529295	6.10889774236388	1.07253427686864	5.46816723575579e-34	c20
LINC00339	6.52075120341611e-05	0.0501495763207269	11.9521912350598	7.98687896211116	0.000584646596721401	c20
TCEA3	4.00739230783438e-47	0.0955321497178776	10.6241699867198	2.29986731534719	4.14187350982122e-45	c20
MDS2	1.26464116265765e-46	0.135007575122399	15.0066401062417	4.15745245466608	1.29516168190234e-44	c20
RPL11	1.90285876666083e-253	0.525025894429288	100	99.9778858911986	2.21085942358173e-250	c20
RCAN3	5.75481807157902e-14	0.165578820820748	38.9110225763612	27.7200353825741	1.55122272083027e-12	c20
RP4-594I10.3	0.00275977732284996	0.0156703669360703	2.65604249667995	1.36370337608728	0.017115394278687	c20
RHCE	1.5569354191919e-05	0.0103899641183579	1.32802124833997	0.350140056022409	0.00015715812466822	c20
TMEM57	0.00044973111229836	0.0493373093159025	14.2098273572377	10.4120595606664	0.00339987437688601	c20
LDLRAP1	1.01692221162209e-98	0.479809227424582	59.2297476759628	27.0529264337314	2.46504870492047e-96	c20
MAN1C1	6.12968655143754e-08	0.029752665561909	5.0464807436919	2.11189739053516	8.86030281699427e-07	c20
RP1-187B23.1	1.55095657408483e-05	0.00612764745159394	0.664010624169987	0.106884859206841	0.000156601530737831	c20
STMN1	2.80437578563258e-21	0.134883830854921	25.4980079681275	13.3200648680525	1.18557889236015e-19	c20
LIN28A	0.00106218784532214	0.00169406131839257	0.132802124833997	0.00737136960047177	0.00730077721103668	c20
RP11-442N24--B.1	5.06777062859785e-05	0.014784179930419	2.25763612217796	0.851393188854489	0.000463500172529794	c20
MARCKSL1	1.50295705609021e-07	0.0946231788392627	23.5059760956175	16.3681261978476	2.06949877596664e-06	c20
RP1-117O3.2	0.0010631484398801	0.00139555620930816	0.132802124833997	0.00737136960047177	0.00730077721103668	c20
PABPC4	9.27628346511574e-11	0.135116716286665	31.0756972111554	21.937195931004	1.85382618667622e-09	c20
HPCAL4	0.000741334377782297	0.0123713312918194	2.12483399734396	0.914049830458499	0.00535789801050981	c20
RP1-39G22.7	6.02428092155371e-05	0.0391437730217888	8.10092961487384	4.92038920831491	0.000543496178676278	c20
SMAP2	8.68116321587025e-05	0.0940236383755021	43.6918990703851	35.9833407047029	0.000759748346481901	c20
CITED4	0.00189230813528714	0.0211788612850867	4.11686586985392	2.36620964175144	0.0122097721773966	c20
KDM4A-AS1	0.00140313069279605	0.00844542447750755	1.19521912350598	0.416482382426655	0.0093599456668125	c20
C1orf228	2.80462241174081e-72	0.371710389148204	45.4183266932271	19.5562435500516	4.97362881795762e-70	c20
RPS8	0	0.645384442213495	100	99.9926286303995	0	c20
SPATA6	0.00361729403673547	0.00807210144454992	1.06241699867198	0.383311219224532	0.0216369794556657	c20
BEND5	1.9824789634143e-20	0.0288101772682385	3.05444887118194	0.493881763231608	7.99971810697981e-19	c20
FAM159A	0.000476556022803097	0.0597180469910796	21.1155378486056	16.2870411322424	0.00358657105926459	c20
RP5-997D24.3	3.5828016861005e-35	0.0126518166021423	1.32802124833997	0.0442282176028306	2.56848765981852e-33	c20
RP4-535B20.1	0.00361809565176302	0.00659957802285356	0.929614873837981	0.31328320802005	0.0216370260886763	c20
LRRC7	0.000142862421844079	0.00370315122786753	0.398406374501992	0.0515995872033024	0.00119237216785098	c20
AK5	5.55439595924873e-117	0.102437433269367	9.8273572377158	0.880878667256376	1.5860154021265e-114	c20
DNAJB4	2.06902640900835e-05	0.0716258188520663	17.6626826029216	12.6197847560077	0.000203960725058886	c20
RP11-475O6.1	5.36798706532258e-25	0.0366205186763697	4.11686586985392	0.711337166445526	2.69150232409195e-23	c20
RP11-486G15.2	1.45997360264046e-05	0.0218568180301875	3.18725099601594	1.32316084328468	0.000147991427699662	c20
MCOLN3	0.00477114147791417	0.00244280211901078	0.265604249667995	0.0405425328025947	0.0276312892672465	c20
SYDE2	7.3345456383002e-09	0.0232761638811615	3.05444887118194	0.936163939259915	1.17457310236163e-07	c20
RPL5	2.07977753265786e-233	0.637152264565118	100	99.5392893999705	1.79682113295831e-230	c20
RP4-561L24.3	2.32380874856007e-06	0.00680445259032878	0.664010624169987	0.0921421200058971	2.69715508005453e-05	c20
CNN3	5.32603847627823e-21	0.025595772276981	2.52324037184595	0.339083001621701	2.20461351866976e-19	c20
DPH5	6.61747913345732e-05	0.0535889755046356	13.1474103585657	9.02992776057792	0.000592373384491793	c20
RP11-421L21.3	4.62948233943213e-09	0.0488705543751437	7.96812749003984	3.7999410290432	7.61649306371221e-08	c20
RP4-575N6.4	0.000100555246865539	0.0245599884703659	4.64807436918991	2.4141235441545	0.000867046749128744	c20
S1PR1	4.58542432168001e-07	0.0870933996408549	26.2948207171315	18.6385080347929	5.89924731174824e-06	c20
SCARNA2	0.00654897226226355	0.0115443737436494	1.85922974767596	0.899307091257556	0.036352730050199	c20
CELSR2	1.7839066089505e-06	0.0100183592106887	1.19521912350598	0.257997936016512	2.1082760183086e-05	c20
AMIGO1	1.44770796541054e-09	0.0336065454580911	4.38247011952191	1.55535898569954	2.57817506271367e-08	c20
GSTM2	5.63016813056652e-21	0.0718430788020974	9.42895086321381	3.19917440660475	2.31910617348788e-19	c20
GSTM3	1.33333164348977e-11	0.0278471777889988	3.58565737051793	1.0061919504644	2.92291973947587e-10	c20
DENND2D	2.55477843987013e-12	0.202965269848421	68.9243027888446	57.9205366357069	5.94890841416616e-11	c20
C1orf162	2.13670622759277e-56	0.30094900095882	39.8406374501992	17.4148606811146	2.76900690894273e-54	c20
PHGDH	1.57688516474493e-11	0.0370548841981626	4.64807436918991	1.52955919209789	3.43005608398422e-10	c20
REG4	1.49477083043089e-244	0.0802612909929733	7.17131474103586	0.136370337608728	1.5262063139557e-241	c20
RP11-344P13.4	0.00592673323065377	0.00188099659130934	0.132802124833997	0.0110570544007077	0.0332912857717391	c20
AC241585.2	5.77283337272785e-11	0.133243626308156	34.5285524568393	24.4950611823677	1.17956244791202e-09	c20
NUDT17	1.5785410928384e-05	0.0198371613488249	2.92164674634794	1.17204776647501	0.000159148305152894	c20
TXNIP	6.11411681863816e-29	0.482801096743938	99.33598937583	93.6937933067964	3.56417045133554e-27	c20
RP11-495P10.1	0.00043408504264223	0.0147335496395139	2.52324037184595	1.12781954887218	0.00329193369947947	c20
AC245100.1	4.35509911527686e-05	0.0908140142863762	33.4661354581673	27.2703818369453	0.000402360048231802	c20
NBPF19	5.06267319581272e-06	0.0669007566721012	19.5219123505976	13.6665192392747	5.55821800781081e-05	c20
CIART	3.01404126498602e-11	0.0095547867185228	1.06241699867198	0.121627598407784	6.39113318958081e-10	c20
THEM4	3.44940019859355e-13	0.156802688730931	41.1686586985392	28.9584254754533	8.70592436639784e-12	c20
RPS27	1.85396727835035e-73	0.263754342654749	100	100	3.35847169229768e-71	c20
HAX1	0.000540037439389547	0.0868751339111634	48.339973439575	43.1114551083591	0.00402210908107679	c20
EFNA1	9.66370828797378e-18	0.0139070651429361	1.32802124833997	0.114256228807312	3.3533366329041e-16	c20
VHLL	1.94381026214881e-09	0.00146699671221774	0.132802124833997	0	3.32967681610788e-08	c20
TSACC	0.000489146736787944	0.00691205103094164	0.664010624169987	0.147427392009435	0.00367476257510211	c20
TTC24	2.02312767560101e-08	0.0439174140976546	7.56972111553785	3.64145658263305	3.09429250575126e-07	c20
VSIG8	0.00307646706062249	0.00870898801144978	1.32802124833997	0.523367241633496	0.0187549269297294	c20
CD48	2.61818212143832e-10	0.185998620634174	87.6494023904382	80.3774141235442	5.04674075513402e-09	c20
FCER1G	2.93792040529924e-17	0.0323622978190999	3.32005312084993	0.659737579242223	9.80101882536164e-16	c20
HSPA6	0.000281729859695238	0.043669796783776	6.90571049136786	4.15376676986584	0.00222674311343452	c20
OLFML2B	2.40406655163113e-05	0.00273945248069633	0.265604249667995	0.0184284240011794	0.000234382576361862	c20
