Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Amyotrophic lateral sclerosis	181/364	1.91516805332628e-22	6.12853777064408e-20	2.86897403666	143.468975927995	BAD;NUP214;ATG13;MAPK11;NUP93;PSMC6;CCS;NUP98;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;BAX;PSMC1;UQCRC1;PFN1;OPTN;UQCR10;UQCR11;NXF1;PSMD9;ACTB;PSMD7;PSMD8;PSMD6;NUP85;PSMD3;PSMD4;NRBF2;PSMD1;PSMD2;NUP88;SIGMAR1;COX8A;GABARAPL2;RAB39B;COX7A2L;SETX;ATF6;ATF4;GABARAP;WDR41;GLE1;PPP3R1;TBK1;NUP62;SEC13;COX6C;TOMM40L;ACTR10;COX7B;ACTR1A;PPP3CB;ACTR1B;ATXN2;ATG101;TUBB4B;COX6B1;FIG4;PSMA6;PSMA7;PSMA4;PSMA5;HNRNPA2B1;PSMA2;PSMA3;NDUFAB1;PSMA1;COX5A;TOMM40;NDUFA12;NDUFA13;NDUFA10;NDUFA11;COX5B;PSMB7;PSMB5;TUBA1C;PSMB6;PSMB3;PSMB4;PSMB1;PSMB2;ANXA7;RAB8A;RAC1;ALYREF;SDHD;SDHB;SDHC;UQCRQ;SRSF3;SQSTM1;TARDBP;RAB1A;NDUFB11;TNF;TANK;COX6A1;TUBA3D;TUBB6;KIF5B;RAE1;NDUFV2;NDUFV1;MAP2K3;NUP153;TRAF2;EIF2S1;BCL2L1;DNAL4;RAB5A;VCP;ACTG1;COX7A2;UQCRH;TPR;CYC1;GPX1;HSPA5;GPX7;NDUFC2;NDUFC1;TNFRSF1B;NUP50;NDUFS8;NDUFS7;NUP54;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NUP58;NDUFS2;NDUFS1;PIK3C3;PSMD11;PSMD13;SEH1L;PSMD12;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC2;KLC1;CASP9;UQCRFS1;CASP3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;ADRM1;NDUFA4;NDUFA2;NDUFA1;SOD1;CAT;VAPB;VDAC1;NUP37;BECN1;DCTN6;HDAC6;DCTN3;DCTN2;DCTN5;DCTN4;DCTN1;UBQLN1;HNRNPA3;SPG11;UBQLN4;HNRNPA1	1	KEGG_2021_Human
Huntington disease	157/306	2.28602361079789e-21	3.65763777727662e-19	3.04899673850449	144.911110346625	POLR2J3;ATG13;PSMC6;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;BAX;PSMC1;UQCRC1;TFAM;UQCR10;UQCR11;PSMD9;PSMD7;PSMD8;CREB3L4;PSMD6;PSMD3;CREB3L3;PSMD4;NRBF2;PSMD1;AP2S1;PSMD2;COX8A;COX7A2L;COX6C;ACTR10;COX7B;CLTC;CLTB;CLTA;ACTR1A;BBC3;ACTR1B;ATG101;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;PSMA1;PPARG;PLCB2;COX5A;NDUFA12;NDUFA13;HTT;NDUFA10;NDUFA11;AP2A2;AP2A1;COX5B;PSMB7;PSMB5;TUBA1C;PSMB6;PSMB3;PSMB4;PSMB1;PSMB2;SDHD;SDHB;SDHC;UQCRQ;PPIF;NDUFB11;COX6A1;TUBA3D;TUBB6;KIF5B;NDUFV2;NDUFV1;TRAF2;CREB3;CREB1;DLG4;DNAL4;COX7A2;UQCRH;CYC1;AP2M1;GPX1;GPX7;NDUFC2;NDUFC1;SP1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFS1;PIK3C3;PSMD11;PSMD13;PSMD12;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC2;KLC1;ITPR1;CASP9;UQCRFS1;CASP3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;ADRM1;NDUFA4;NDUFA2;NDUFA1;SOD1;SOD2;REST;VDAC2;VDAC1;SLC25A6;SLC25A5;BECN1;DCTN6;DCTN3;HDAC1;DCTN2;HDAC2;DCTN5;DCTN4;DCTN1;MAPK9;POLR2A;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;IFT57;POLR2K;POLR2L	2	KEGG_2021_Human
Parkinson disease	134/249	8.19222521847395e-21	8.73837356637221e-19	3.3642470242934	155.600130229897	TRAP1;PSMC6;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;BAX;PSMC1;UQCRC1;CALM2;CALM3;UQCR10;UQCR11;UBE2L6;UBE2L3;PSMD9;PSMD7;PSMD8;PSMD6;PSMD3;PSMD4;PSMD1;PSMD2;COX8A;COX7A2L;ATF6;ATF4;TXN;UBE2J1;UBE2J2;UBE2G2;COX6C;UBE2G1;MAPT;COX7B;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;PSMA1;COX5A;NDUFA12;NDUFA13;NDUFA10;NDUFA11;COX5B;GNAI2;GNAI3;PSMB7;PSMB5;TUBA1C;PSMB6;PSMB3;PSMB4;PSMB1;PSMB2;SDHD;SDHB;SDHC;UQCRQ;PPIF;NDUFB11;PARK7;COX6A1;TUBA3D;TUBB6;KIF5B;MFN2;NDUFV2;NDUFV1;MFN1;EIF2S1;BCL2L1;GNAS;UBA1;TXN2;HTRA2;COX7A2;UQCRH;UBC;UBB;CYC1;HSPA5;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;ADORA2A;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFS1;NFE2L2;PSMD11;PSMD13;PSMD12;NDUFB7;NDUFB6;PSMD14;UBA7;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC2;KLC1;ITPR1;CASP9;UQCRFS1;CASP3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;ADRM1;NDUFA4;NDUFA2;NDUFA1;VDAC2;VDAC1;SLC25A6;SLC25A5;CAMK2D;MAPK9	3	KEGG_2021_Human
Spliceosome	93/150	1.8022247946607e-20	1.44177983572856e-18	4.69150619618159	213.288444732805	PPIL1;ALYREF;CWC15;CRNKL1;WBP11;HNRNPM;PHF5A;SNRPA;HNRNPK;DDX39B;SRSF3;SRSF4;HNRNPC;SNRPF;SRSF5;SNRPG;SRSF6;SNRPE;PPIE;SNRPB;SRSF9;SNRPC;SF3B5;SF3B6;SF3B3;SF3B4;HNRNPU;EFTUD2;MAGOH;SNRPD3;SNRPD1;DHX38;SF3B1;SF3B2;TXNL4A;PRPF38A;BUD31;LSM2;LSM6;LSM4;LSM3;SNW1;LSM7;PRPF4;TCERG1;DDX5;ZMAT2;SNRNP70;DHX15;DHX16;CCDC12;RBM17;NCBP2;CDC5L;PRPF40A;PRPF19;SYF2;SLU7;RBM25;RBM22;USP39;DDX46;RBM8A;DDX42;PQBP1;SNU13;U2AF1L5;PLRG1;CTNNBL1;SF3A3;THOC2;THOC1;THOC3;U2SURP;XAB2;SNRNP40;PRPF31;ACIN1;SNRPA1;RBMX;EIF4A3;ISY1;U2AF2;U2AF1;SART1;TRA2A;PUF60;TRA2B;SNRPB2;SRSF10;HNRNPA3;SMNDC1;HNRNPA1	4	KEGG_2021_Human
Pathways of neurodegeneration	214/475	1.38053000089728e-19	8.8353920057426e-18	2.38123716252918	103.409151116392	BAD;ATG13;PSMC6;CCS;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;BAX;PSMC1;UQCRC1;OPTN;ARAF;PSMD9;PSMD7;PSMD8;PSMD6;PSMD3;PSMD4;NRBF2;PSMD1;PSMD2;SIGMAR1;GABARAPL2;FZD3;WNT10A;FZD6;ATF6;ATF4;GABARAP;WDR41;PPP3R1;TBK1;CSNK1A1;TOMM40L;ATXN3;ATXN2;ATG101;ATXN1;CSNK2A1;TUBB4B;COX6B1;FIG4;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;PSMA1;PLCB2;NDUFA12;NDUFA13;HTT;NDUFA10;NDUFA11;PSMB7;PSMB5;TUBA1C;PSMB6;PSMB3;PSMB4;PSMB1;PSMB2;UQCRQ;SQSTM1;TARDBP;RAB1A;PARK7;TNF;TANK;NRAS;TUBA3D;TUBB6;MFN2;MFN1;MAP2K2;MAP2K3;TRAF2;NFKB1;BCL2L1;RAB5A;UQCRH;GPX1;GPX7;NDUFC2;NDUFC1;TNFRSF1B;CDK5;PIK3C3;NDUFB7;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC2;KLC1;ITPR1;DVL2;DVL3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;ADRM1;NDUFA4;NDUFA2;NDUFA1;VAPB;SLC25A6;SLC25A5;BECN1;HSD17B10;BAK1;SPG11;TRAP1;MAPK11;CALM2;CALM3;APP;LRP6;UQCR10;UQCR11;UBE2L6;UBE2L3;COX8A;RAB39B;CSNK1E;COX7A2L;CSNK2B;UBE2J1;UBE2J2;UBE2G2;COX6C;UBE2G1;IL1A;MAPT;ACTR10;COX7B;ACTR1A;PPP3CB;ACTR1B;FADD;NDUFAB1;RYR2;COX5A;TOMM40;RYR1;CTNNB1;COX5B;RAB8A;HRAS;RAC1;SDHD;SDHB;SDHC;FAS;PPIF;PPID;RELA;NDUFB11;COX6A1;KIF5B;CAPN1;NDUFV2;NDUFV1;PRNP;EIF2S1;DLG4;UBA1;DNAL4;VCP;HTRA2;PSEN1;COX7A2;UBC;UBB;CYC1;HSPA5;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFS1;PSMD11;PSMD13;PSMD12;PSMD14;UBA7;CASP9;UQCRFS1;CASP3;SOD1;CAT;VDAC2;KRAS;VDAC1;CAMK2D;DCTN6;DCTN3;DCTN2;DCTN5;DCTN4;ATP2A2;DCTN1;MAPK9;IFT57	5	KEGG_2021_Human
Proteasome	40/46	6.49912218972043e-18	3.46619850118423e-16	19.0389694041868	753.464635415516	ADRM1;PSMB9;PSMA6;PSMA7;PSMA4;PSMC6;PSMA5;PSMA2;PSMC4;PSMA3;PSMC5;PSMC2;IFNG;PSMA1;PSMC3;PSME2;PSMC1;PSME3;PSMD11;PSMD13;PSMD12;POMP;PSMD14;PSMB7;PSMD9;PSMB8;PSMB5;PSMD7;PSMB6;PSMD8;PSMB3;PSMB4;PSMD6;PSMB1;PSMD3;PSMB2;PSMD4;PSMD1;PSMD2;PSMF1	6	KEGG_2021_Human
Prion disease	130/273	1.2252494548976e-14	5.60114036524615e-13	2.61768123715026	83.8523056870588	BAD;MAPK11;PSMC6;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;BAX;PSMC1;UQCRC1;UQCR10;UQCR11;PSMD9;PSMD7;PSMD8;CREB3L4;PSMD6;PSMD3;CREB3L3;PSMD4;PSMD1;PSMD2;COX8A;PRKCD;COX7A2L;CSNK2B;ATF4;PPP3R1;COX6C;IL1A;COX7B;STIP1;PPP3CB;CSNK2A1;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;PSMA1;RYR2;COX5A;RYR1;NDUFA12;NDUFA13;NDUFA10;NDUFA11;COX5B;PSMB7;PSMB5;TUBA1C;PSMB6;PSMB3;PSMB4;PSMB1;PSMB2;RAC1;RAC2;SDHD;SDHB;SDHC;UQCRQ;PPIF;NDUFB11;ATF6B;TNF;COX6A1;TUBA3D;TUBB6;KIF5B;NDUFV2;NDUFV1;PRNP;EIF2S1;CREB3;CREB1;NOTCH1;NCF4;COX7A2;UQCRH;CYC1;HSPA5;CAV1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFS1;PSMD11;PSMD13;PSMD12;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC2;KLC1;ITPR1;CASP9;UQCRFS1;CASP3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;ADRM1;NDUFA4;NDUFA2;NDUFA1;SOD1;VDAC2;VDAC1;SLC25A6;SLC25A5;MAPK9	7	KEGG_2021_Human
Salmonella infection	120/249	4.36598065172502e-14	1.74639226069001e-12	2.67585640276605	82.3156271319605	DYNC1LI1;MAPK11;MYL5;DYNC1LI2;BAX;PFN1;LEF1;CYFIP1;RALA;MYL12B;ACTB;AKT2;VPS11;VPS16;NCKAP1L;MYLPF;TXN;ACTR3C;TNFSF10;SKP1;RHOA;RIPK3;RHOH;RHOG;RHOB;PTPRC;EXOC5;EXOC4;EXOC7;ACTR10;RAB7A;ARPC1A;RAB5C;ARF1;ARPC1B;ACTR1A;ACTR1B;MYO6;FADD;SNX9;DYNC1I2;DYNLL1;TUBB4B;SNX18;PKN1;ARF6;CTNNB1;IKBKB;TUBA1C;HRAS;RAC1;IKBKG;ABI1;ELMO1;ELMO2;ARL8A;ARL8B;RELA;TNF;PAK1;TUBA3D;TUBB6;KIF5B;KPNA3;MAP3K7;KPNA4;KPNA1;MAP2K4;MAP2K2;MAP2K3;M6PR;ARPC5;TNFRSF10B;TRAF2;NFKB1;ARPC3;ARPC4;ARPC2;DYNLRB1;TCF7;TAB3;DYNLRB2;TAB2;RAB5A;RAB5B;BIRC3;TXN2;ACTG1;FBXO22;ACTR3;ACTR2;DNM2;NFKBIA;PIK3C3;TRADD;BRK1;LY96;KLC2;KLC1;DYNC2LI1;CASP3;VPS33A;CDC42;VPS41;GAPDH;DCTN6;DCTN3;HSP90AB1;DCTN2;DCTN5;NCKAP1;DCTN4;DCTN1;PIK3C2A;CYTH3;MAPK9;BAK1;CYTH2;CYTH1;VPS39	8	KEGG_2021_Human
Alzheimer disease	162/369	6.03763062844299e-14	2.14671311233529e-12	2.25784080055757	68.7245639016772	BAD;ATG13;PSMC6;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;PSMC1;UQCRC1;CALM2;CALM3;APP;LRP6;UQCR10;ARAF;UQCR11;PSMD9;PSMD7;PSMD8;PSMD6;PSMD3;PSMD4;NRBF2;PSMD1;AKT2;PSMD2;NCSTN;COX8A;FZD3;WNT10A;FZD6;CSNK1E;COX7A2L;CSNK2B;ATF6;ATF4;PPP3R1;PSENEN;CSNK1A1;COX6C;IL1A;MAPT;COX7B;IDE;PPP3CB;ATG101;FADD;CSNK2A1;MME;ADAM10;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;ADAM17;PSMA5;PSMA2;PSMA3;NDUFAB1;PSMA1;PLCB2;COX5A;NDUFA12;NDUFA13;CTNNB1;NDUFA10;NDUFA11;COX5B;PSMB7;IKBKB;PSMB5;TUBA1C;PSMB6;PSMB3;PSMB4;PSMB1;PSMB2;HRAS;SDHD;SDHB;SDHC;FAS;UQCRQ;PPIF;PPID;RELA;NDUFB11;TNF;COX6A1;NRAS;TUBA3D;TUBB6;KIF5B;CAPN1;NDUFV2;NDUFV1;MAP2K2;TRAF2;NFKB1;EIF2S1;LPL;PSEN1;COX7A2;UQCRH;CYC1;EIF2AK2;NDUFC2;NDUFC1;NDUFS8;CDK5;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFS1;PIK3C3;PSMD11;RTN3;RTN4;PSMD13;PSMD12;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC2;KLC1;ITPR1;APH1B;APH1A;CASP9;DVL2;DVL3;UQCRFS1;CASP3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;ADRM1;NDUFA4;NDUFA2;NDUFA1;VDAC2;KRAS;VDAC1;SLC25A6;SLC25A5;GAPDH;BECN1;ATP2A2;HSD17B10;MAPK9	9	KEGG_2021_Human
Non-alcoholic fatty liver disease	80/155	9.31137954919815e-12	2.97964145574341e-10	3.05563128854268	77.6123742736115	TGFB1;SDHD;PRKAB1;SDHB;SDHC;MAPK11;FAS;UQCRQ;UQCRC2;BAX;UQCRC1;RELA;NDUFB11;UQCR10;TNF;UQCR11;COX6A1;AKT2;NDUFV2;NDUFV1;COX8A;TRAF2;COX7A2L;NFKB1;EIF2S1;MAP3K11;ATF4;COX7A2;UQCRH;CYC1;IL6R;NDUFC2;NDUFC1;COX6C;IL1A;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFS1;COX7B;NDUFB7;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;ADIPOR1;UQCRFS1;CASP3;MLX;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA2;NDUFA1;ITCH;COX6B1;CDC42;NDUFAB1;PPARG;CEBPA;COX5A;NDUFA12;NDUFA13;NDUFA10;NDUFA11;PRKAG2;PRKAG1;COX5B;IKBKB;MAPK9;RAC1	10	KEGG_2021_Human
